id,feature_A,feature_B,target
998,1.8513,4.5670,0
999,4.3116,4.6643,1
1000,1.9405,1.8172,0
1001,7.6882,2.6968,1
1002,8.8754,2.1982,1
1003,2.6108,3.8652,0
1004,9.5140,4.2154,1
1005,1.3904,2.0910,0
1006,7.6450,2.7741,1
1007,5.3695,2.5102,1
1008,8.4119,0.1718,1
1009,6.6748,1.1692,1
1010,1.7098,3.7908,0
1011,5.4067,1.0625,0
1012,8.9494,0.3054,1
1013,3.2899,0.8672,0
1014,4.8694,2.3339,0
1015,0.1002,4.3257,0
1016,5.3411,4.0850,1
1017,9.7303,0.2292,1
1018,6.5855,0.4239,0
1019,9.2644,4.8158,1
1020,7.9202,0.1599,1
1021,3.8112,2.9556,0
1022,2.5664,3.1802,0
1023,6.9815,4.3840,1
1024,1.4860,1.5900,0
1025,7.6429,4.3489,1
1026,5.9288,4.0252,1
1027,3.3881,4.8534,1
1028,6.6270,3.0385,1
1029,4.9041,4.1342,1
1030,2.1991,1.0724,0
1031,8.3747,3.2320,1
1032,5.2821,1.7603,0
1033,0.2404,0.0515,0
1034,7.6730,4.3285,1
1035,4.9460,0.1119,0
1036,3.1039,2.7165,0
1037,8.1345,0.3208,1
1038,7.1945,3.7233,1
1039,6.0815,1.8521,1
1040,8.0820,0.4793,1
1041,0.7437,1.3258,0
1042,2.7412,0.2302,0
1043,9.9682,4.4081,1
1044,5.1879,4.0659,1
1045,5.8974,1.7871,1
1046,9.0903,3.4340,1
1047,9.9060,4.8026,1
1048,4.3955,1.4500,0
1049,6.8217,3.6340,1
1050,3.9531,3.1857,0
1051,9.6228,4.8900,1
1052,1.1248,3.0021,0
1053,2.6081,1.5740,0
1054,5.9055,3.4662,1
1055,3.7034,3.6448,0
1056,9.9685,2.0206,1
1057,4.2055,0.2421,0
1058,5.6031,1.0059,0
1059,9.6450,2.0007,1
1060,0.2749,0.1094,0
1061,4.5257,2.2918,0
1062,9.1417,0.7865,1
1063,2.9256,0.4820,0
1064,4.2369,4.1166,1
1065,4.6993,0.3251,0
1066,8.6483,1.0422,1
1067,6.4899,2.3999,1
1068,3.1320,3.4300,0
1069,9.0788,1.6129,1
1070,5.8488,2.7226,1
1071,0.4468,3.2131,0
1072,7.5373,4.1778,1
1073,3.2782,4.1747,0
1074,4.7156,4.0268,1
1075,0.6559,1.6053,0
1076,2.7000,3.7202,0
1077,0.6545,3.5667,0
1078,2.3504,0.3716,0
1079,1.9319,1.9683,0
1080,0.0034,3.0309,0
1081,0.1233,3.2463,0
1082,7.7912,3.3510,1
1083,3.2672,4.6444,1
1084,8.5684,4.4907,1
1085,2.6959,0.1261,0
1086,9.9537,2.2573,1
1087,8.6791,0.2096,1
1088,7.9453,4.0063,1
1089,3.0675,1.0410,0
1090,5.5227,3.1056,1
1091,2.0445,2.6650,0
1092,0.7783,3.6932,0
1093,1.9493,1.7727,0
1094,1.2444,0.7545,0
1095,5.0683,3.8758,1
1096,0.1799,1.5665,0
1097,4.0164,1.7926,0
1098,6.7829,2.7991,1
1099,9.0716,3.6378,1
1100,6.6473,1.1872,1
1101,7.4376,3.5275,1
1102,2.8125,4.4435,0
1103,2.4458,4.3084,0
1104,7.9331,4.6721,1
1105,3.0979,1.9655,0
1106,4.9526,2.2042,0
1107,5.0057,2.7344,1
1108,4.3853,0.9991,0
1109,4.3047,2.3082,0
1110,0.8708,2.7770,0
1111,0.8349,1.7754,0
1112,3.8317,0.0940,0
1113,9.4690,2.7718,1
1114,7.4837,4.8913,1
1115,0.4554,4.2401,0
1116,8.5991,3.5273,1
1117,2.1437,1.7734,0
1118,9.6791,4.2559,1
1119,5.6008,3.3426,1
1120,9.1386,2.0925,1
1121,6.0065,0.5055,0
1122,3.5881,2.8136,0
1123,2.5852,0.6667,0
1124,4.3119,1.0779,0
1125,7.9417,4.5497,1
1126,9.6387,3.3888,1
1127,8.5598,1.7632,1
1128,2.6217,3.4023,0
1129,0.5308,0.4781,0
1130,8.6866,3.5309,1
1131,7.2823,1.9890,1
1132,3.7234,3.4331,0
1133,7.3157,3.5748,1
1134,6.3478,0.7165,0
1135,2.8755,1.6074,0
1136,8.9677,4.5400,1
1137,6.0524,3.7342,1
1138,8.3408,2.8528,1
1139,6.8043,1.5115,1
1140,2.6476,2.3798,0
1141,7.4752,3.3042,1
1142,0.4154,1.8067,0
1143,8.6273,4.3334,1
1144,5.3656,4.5519,1
1145,2.8270,2.5114,0
1146,9.3214,0.0119,1
1147,5.9434,3.8365,1
1148,5.3017,0.8638,0
1149,2.6088,3.5201,0
1150,2.5671,1.9676,0
1151,9.1983,2.6891,1
1152,2.9081,0.8145,0
1153,5.3496,3.8273,1
1154,3.9324,1.1281,0
1155,0.9323,2.5280,0
1156,1.7940,0.9459,0
1157,6.4540,2.3354,1
1158,5.6567,4.4957,1
1159,0.8549,2.5719,0
1160,2.4450,1.8967,0
1161,6.8358,3.1591,1
1162,4.2816,1.3395,0
1163,3.3317,1.3037,0
1164,2.1578,0.1495,0
1165,5.8399,1.8813,1
1166,9.5503,2.3428,1
1167,3.0605,1.6354,0
1168,0.4480,1.4392,0
1169,0.3803,2.0061,0
1170,8.6929,4.4382,1
1171,1.5824,3.3993,0
1172,4.3548,4.1404,1
1173,5.9741,1.1573,0
1174,0.2559,2.0862,0
1175,8.7373,0.7929,1
1176,0.6628,2.3600,0
1177,1.0963,3.6254,0
1178,7.8758,4.1456,1
1179,0.4434,2.5183,0
1180,2.3973,3.7520,0
1181,1.2094,4.9301,0
1182,5.3376,3.5132,1
1183,5.1060,2.3294,0
1184,5.6038,4.4931,1
1185,3.5838,2.3645,0
1186,2.8647,1.6469,0
1187,7.6897,0.7633,1
1188,6.4991,0.6058,0
1189,3.8285,3.6173,0
1190,1.7393,2.7561,0
1191,1.4467,4.3563,0
1192,5.4520,1.9340,0
1193,1.6577,4.6686,0
1194,5.5568,0.4125,0
1195,1.1579,1.9565,0
1196,8.7539,1.8935,1
1197,1.8652,3.6247,0
1198,1.5047,0.7717,0
1199,4.5846,2.5386,0
1200,0.1005,3.6144,0
1201,1.1982,4.7433,0
1202,2.1303,2.5856,0
1203,9.8965,0.7356,1
1204,1.8870,0.6651,0
1205,9.1731,1.9651,1
1206,3.1859,4.6824,1
1207,9.6012,4.6979,1
1208,5.1939,4.0880,1
1209,3.9446,2.3341,0
1210,4.9058,3.9341,1
1211,2.0919,2.5735,0
1212,1.2400,0.8385,0
1213,1.8141,4.3265,0
1214,8.6348,1.7476,1
1215,0.9849,3.1629,0
1216,8.6034,2.8060,1
1217,9.7089,1.5236,1
1218,3.8674,4.8566,1
1219,0.1307,1.2452,0
1220,2.7038,0.6758,0
1221,2.8245,0.2418,0
1222,4.2157,4.9530,1
1223,5.0016,4.2046,1
1224,3.3437,3.6068,0
1225,1.1862,1.9869,0
1226,9.9596,0.4424,1
1227,1.7554,0.3367,0
1228,2.0565,4.6281,0
1229,9.0351,4.7622,1
1230,6.4980,2.0586,1
1231,1.3011,4.5383,0
1232,0.2505,4.2121,0
1233,3.9458,2.7379,0
1234,5.3578,2.6749,1
1235,5.0830,3.9077,1
1236,9.3542,4.7946,1
1237,1.2671,3.7571,0
1238,8.2126,2.1921,1
1239,5.3257,0.1337,0
1240,3.4621,1.7782,0
1241,8.6981,1.9715,1
1242,6.0627,1.3832,0
1243,1.5914,1.2493,0
1244,9.1676,1.9366,1
1245,5.2270,3.1123,1
1246,3.7175,2.7676,0
1247,6.9364,1.5186,1
1248,3.9704,2.8499,0
1249,5.6158,4.9377,1
1250,3.4677,2.2977,0
1251,7.8489,4.2790,1
1252,2.6992,1.7847,0
1253,7.1188,0.7365,1
1254,4.0501,2.7363,0
1255,3.1989,0.5740,0
1256,4.2459,0.4482,0
1257,7.2202,4.4544,1
1258,8.7647,1.5672,1
1259,3.5420,0.3786,0
1260,8.4429,0.9284,1
1261,5.4397,3.3866,1
1262,2.2271,4.2633,0
1263,4.0817,1.2907,0
1264,9.5104,4.6502,1
1265,8.0205,1.5474,1
1266,7.8942,1.7113,1
1267,6.8856,0.6404,1
1268,9.6018,4.7217,1
1269,5.0085,0.7148,0
1270,2.4972,1.3554,0
1271,8.1213,4.5807,1
1272,4.5807,1.4678,0
1273,4.5812,1.0439,0
1274,7.2814,0.1099,0
1275,8.1963,3.0601,1
1276,7.6764,3.1144,1
1277,0.4797,0.8167,0
1278,1.4849,3.4850,0
1279,7.2436,3.1914,1
1280,1.9263,2.8345,0
1281,2.3898,1.7713,0
1282,5.9670,1.7931,1
1283,8.6758,1.2870,1
1284,7.5456,0.7519,1
1285,3.1448,2.8507,0
1286,6.4455,1.5154,1
1287,0.3064,1.6106,0
1288,7.6329,2.8206,1
1289,3.4153,1.8561,0
1290,4.0416,2.6754,0
1291,2.5185,1.4957,0
1292,4.7097,1.8271,0
1293,7.7828,3.6687,1
1294,7.9899,3.8317,1
1295,9.0757,3.7539,1
1296,2.6692,4.0493,0
1297,1.2060,2.4881,0
1298,4.6793,3.7990,1
1299,8.6201,1.9522,1
1300,8.3238,3.9193,1
1301,5.9829,3.6129,1
1302,6.9443,3.2030,1
1303,7.9858,4.8240,1
1304,3.8865,2.6133,0
1305,1.2387,3.1583,0
1306,2.5288,0.9019,0
1307,6.9195,4.1789,1
1308,5.7288,3.3981,1
1309,3.1823,2.4209,0
1310,6.7902,3.0007,1
1311,8.7770,0.6057,1
1312,6.1914,1.5980,1
1313,7.1529,4.7247,1
1314,8.4960,4.9757,1
1315,7.8014,2.3361,1
1316,1.1991,2.7589,0
1317,0.8676,1.2601,0
1318,9.8227,2.5493,1
1319,5.9311,4.3902,1
1320,0.2757,3.5201,0
1321,1.5324,1.3507,0
1322,6.6156,0.2833,0
1323,5.0238,2.1413,0
1324,6.9768,1.6627,1
1325,9.4275,3.6972,1
1326,4.2070,0.7400,0
1327,9.4770,3.0795,1
1328,5.8355,4.9952,1
1329,3.8805,2.7842,0
1330,8.9286,2.0647,1
1331,9.8420,1.7225,1
1332,6.8780,0.7932,1
1333,0.0423,1.6834,0
1334,1.3920,2.3989,0
1335,7.8084,2.7895,1
1336,7.3138,4.3330,1
1337,9.2326,4.7645,1
1338,7.3506,0.9080,1
1339,6.4713,4.5639,1
1340,8.1265,1.3007,1
1341,3.5895,1.5535,0
1342,8.0574,2.7319,1
1343,9.4487,3.6406,1
1344,0.0471,1.7669,0
1345,0.6499,3.4571,0
1346,4.3964,3.1531,1
1347,6.5017,0.6907,0
1348,1.0333,1.4580,0
1349,2.6715,1.6447,0
1350,6.4082,0.4715,0
1351,3.5453,4.1060,1
1352,6.3505,3.1846,1
1353,5.9265,3.4257,1
1354,0.6214,1.6951,0
1355,7.0807,2.6227,1
1356,5.1544,3.4272,1
1357,2.5685,3.0137,0
1358,9.9367,4.9299,1
1359,3.6690,1.0670,0
1360,6.9694,0.9870,1
1361,0.1146,0.1622,0
1362,8.9157,1.5014,1
1363,3.6076,2.0564,0
1364,5.1711,2.3862,1
1365,4.3686,3.6657,1
1366,0.5308,0.6534,0
1367,4.2897,1.1285,0
1368,9.4463,2.4244,1
1369,6.9516,1.9469,1
1370,1.0888,2.5990,0
1371,6.6696,3.2450,1
1372,7.0696,1.0527,1
1373,9.4863,4.0856,1
1374,7.8260,3.4230,1
1375,6.5233,3.1670,1
1376,2.3548,3.5543,0
1377,6.6361,1.2621,1
1378,5.4799,3.5414,1
1379,9.4332,2.6296,1
1380,4.9498,1.1626,0
1381,0.4810,2.2266,0
1382,7.3207,0.2937,1
1383,8.6362,0.8863,1
1384,8.2785,4.8714,1
1385,4.2553,2.9687,0
1386,5.6588,2.5543,1
1387,6.5457,3.6436,1
1388,4.3693,4.7898,1
1389,8.3461,2.3789,1
1390,5.4245,4.4762,1
1391,6.1000,2.1720,1
1392,4.0594,2.8435,0
1393,1.3802,3.2342,0
1394,8.0811,2.8343,1
1395,2.0893,2.0540,0
1396,5.5794,0.9324,0
1397,8.2035,4.5231,1
1398,8.1956,2.8326,1
1399,6.4338,0.8126,0
1400,4.4405,0.7072,0
1401,9.2709,2.1033,1
1402,2.1244,0.9262,0
1403,6.8938,4.8262,1
1404,8.4579,2.0168,1
1405,4.2816,3.5778,1
1406,5.6555,4.2583,1
1407,9.0711,4.3121,1
1408,7.1067,0.1562,0
1409,3.1332,2.3628,0
1410,6.0395,1.6667,1
1411,3.9894,2.4048,0
1412,9.6182,3.5091,1
1413,7.8094,0.4442,1
1414,0.3698,3.1456,0
1415,8.1986,0.0863,1
1416,7.0087,1.3737,1
1417,9.2213,0.4871,1
1418,6.2787,0.3666,0
1419,2.5959,1.9705,0
1420,0.2800,0.0654,0
1421,5.2542,0.7952,0
1422,5.0205,1.4535,0
1423,7.4494,1.9597,1
1424,3.2993,1.2629,0
1425,9.0613,4.1910,1
1426,0.1807,0.9306,0
1427,6.2798,0.3518,0
1428,5.1574,3.8999,1
1429,6.3601,1.7639,1
1430,1.8887,3.9653,0
1431,0.9075,2.6769,0
1432,9.6672,1.4996,1
1433,7.2934,0.0792,0
1434,3.5648,3.0941,0
1435,9.0230,2.0679,1
1436,2.0774,0.6658,0
1437,4.0096,2.3103,0
1438,0.7176,4.8978,0
1439,6.6660,4.6334,1
1440,0.6157,3.1346,0
1441,6.6819,0.0956,0
1442,6.8357,1.0427,1
1443,2.9484,4.4212,0
1444,4.0874,4.5301,1
1445,3.5321,4.8204,1
1446,5.8002,3.3985,1
1447,1.3913,0.2154,0
1448,9.5639,0.9381,1
1449,3.7790,1.3462,0
1450,5.0589,4.2702,1
1451,8.3570,2.3184,1
1452,8.7876,1.1120,1
1453,9.1153,4.6335,1
1454,3.7363,3.6143,0
1455,7.8587,1.2543,1
1456,6.4929,3.6645,1
1457,3.1480,4.3626,1
1458,2.6914,3.4725,0
1459,4.8472,2.5768,0
1460,8.9902,2.4028,1
1461,2.0964,2.9971,0
1462,4.1139,3.9033,1
1463,4.3275,1.0792,0
1464,3.2347,4.0715,0
1465,0.2285,0.8788,0
1466,0.9228,0.7343,0
1467,7.4430,0.7950,1
1468,6.9072,1.9962,1
1469,2.6295,4.4161,0
1470,2.5965,3.1048,0
1471,1.9380,1.0822,0
1472,0.1177,2.9826,0
1473,3.7543,1.9474,0
1474,0.8991,0.5921,0
1475,3.3104,4.7096,1
1476,6.8048,0.2877,0
1477,6.8066,4.0718,1
1478,8.1088,4.5824,1
1479,3.7646,4.0952,1
1480,2.4856,4.0497,0
1481,1.6933,4.2136,0
1482,0.0060,3.9588,0
1483,5.3016,1.2407,0
1484,1.6320,3.2032,0
1485,9.2982,3.2127,1
1486,4.1710,1.5163,0
1487,3.1105,4.5697,1
1488,4.1440,0.9661,0
1489,0.2146,3.6090,0
1490,5.2975,4.1307,1
1491,1.6321,3.6936,0
1492,2.3882,0.7706,0
1493,6.4918,1.6897,1
1494,9.4338,4.9331,1
1495,7.3161,0.5616,1
1496,2.3425,2.7531,0
1497,6.7173,0.6839,0
1498,1.8323,4.9860,0
1499,4.9986,3.9100,1
1500,5.8889,4.0706,1
1501,9.7587,4.2408,1
1502,0.3122,0.5258,0
1503,1.8362,4.2992,0
1504,9.5592,1.2055,1
1505,7.3266,1.8677,1
1506,6.7357,2.4911,1
1507,3.4991,1.9665,0
1508,3.3813,0.3224,0
1509,8.7703,2.9613,1
1510,2.6265,4.6586,0
1511,0.7901,3.3803,0
1512,7.9203,1.3496,1
1513,1.0375,1.3158,0
1514,3.5315,1.5640,0
1515,7.3554,4.3868,1
1516,0.9236,4.6694,0
1517,2.6181,0.9663,0
1518,9.5898,0.3534,1
1519,0.1460,4.7251,0
1520,5.7938,2.7908,1
1521,3.0945,3.6947,0
1522,2.4513,2.4578,0
1523,7.0670,1.3851,1
1524,2.3906,1.0155,0
1525,0.5391,2.6794,0
1526,5.9132,3.0921,1
1527,7.4635,2.6699,1
1528,7.0820,4.7865,1
1529,9.2088,1.3253,1
1530,1.5236,4.1121,0
1531,1.6764,1.1658,0
1532,6.1879,0.4483,0
1533,3.6702,2.4127,0
1534,0.5844,0.8243,0
1535,0.6850,1.2870,0
1536,9.0719,4.5619,1
1537,6.4519,2.0331,1
1538,5.7966,2.6547,1
1539,1.7044,3.3160,0
1540,1.5701,1.0569,0
1541,0.6336,0.7386,0
1542,9.7219,3.9572,1
1543,4.7194,2.2754,0
1544,4.7902,4.7152,1
1545,9.4850,4.0285,1
1546,6.7879,4.0155,1
1547,5.9701,1.9046,1
1548,6.9629,4.0347,1
1549,4.9569,1.6467,0
1550,7.0999,3.5556,1
1551,8.0458,4.1477,1
1552,4.3431,1.5139,0
1553,9.0572,2.8578,1
1554,3.5609,4.9015,1
1555,0.8295,4.7211,0
1556,2.6463,4.9507,1
1557,0.2041,1.8419,0
1558,5.9066,2.3486,1
1559,2.3777,4.8049,0
1560,0.6422,0.3105,0
1561,0.9646,1.2953,0
1562,8.6590,0.4413,1
1563,4.0547,4.0200,1
1564,4.3623,1.6314,0
1565,1.2379,3.4897,0
1566,8.6096,2.6230,1
1567,4.5704,2.7559,0
1568,3.1435,3.7895,0
1569,3.7505,3.9248,1
1570,7.5833,3.7670,1
1571,6.4654,4.3185,1
1572,1.6622,2.2812,0
1573,1.8074,1.1631,0
1574,0.7808,1.4171,0
1575,7.2010,1.6079,1
1576,5.0557,0.7075,0
1577,8.2832,3.7352,1
1578,3.6242,2.4973,0
1579,0.5003,4.0039,0
1580,4.7394,3.9478,1
1581,2.7525,0.2948,0
1582,0.4058,4.9766,0
1583,2.3029,1.6264,0
1584,6.1175,4.8897,1
1585,6.0506,0.9305,0
1586,9.6494,0.8035,1
1587,6.0227,2.0428,1
1588,5.3744,4.0577,1
1589,8.0830,2.7989,1
1590,8.0683,2.8824,1
1591,0.6198,3.9290,0
1592,7.2550,4.1776,1
1593,9.1499,4.4912,1
1594,0.8998,4.6478,0
1595,7.0549,4.1438,1
1596,4.3022,4.0187,1
1597,8.3183,1.6337,1
1598,2.9830,4.9572,1
1599,9.8459,3.4956,1
1600,0.2147,1.0763,0
1601,7.7833,4.4625,1
1602,5.6673,4.7872,1
1603,8.0004,2.4722,1
1604,7.3495,4.9689,1
1605,5.9971,4.1698,1
1606,0.4017,2.4992,0
1607,0.8564,1.4204,0
1608,9.6006,2.8710,1
1609,4.0590,0.8799,0
1610,8.7342,0.8690,1
1611,0.4647,3.7118,0
1612,0.6910,2.2925,0
1613,5.3441,0.5815,0
1614,2.0164,4.9650,0
1615,3.8579,3.3542,0
1616,7.0927,3.5126,1
1617,4.3709,2.6561,0
1618,1.6367,1.4647,0
1619,5.6758,3.4658,1
1620,7.9622,4.1394,1
1621,2.8862,0.8211,0
1622,4.7535,2.7739,1
1623,5.3576,0.4173,0
1624,6.0991,2.4948,1
1625,7.5087,2.8313,1
1626,6.0138,2.2209,1
1627,3.1790,3.7070,0
1628,5.2527,0.3193,0
1629,4.7618,4.2152,1
1630,2.1830,2.6323,0
1631,0.2315,4.6638,0
1632,2.2588,4.1727,0
1633,3.5785,2.0992,0
1634,0.7906,2.7826,0
1635,7.2948,0.9153,1
1636,1.3295,1.3709,0
1637,1.9022,3.9732,0
1638,3.8777,0.2725,0
1639,4.7022,3.2925,1
1640,4.8017,4.8791,1
1641,3.5475,4.3962,1
1642,6.2915,2.8032,1
1643,9.8391,3.1459,1
1644,0.0329,3.1135,0
1645,4.3607,1.3407,0
1646,4.4212,2.6972,0
1647,7.0798,4.5562,1
1648,5.0636,3.5154,1
1649,7.2218,4.4183,1
1650,7.3151,1.8702,1
1651,2.7001,3.0727,0
1652,0.7239,3.4927,0
1653,1.8985,2.4656,0
1654,9.8637,3.6781,1
1655,3.4790,0.1064,0
1656,7.1113,4.2204,1
1657,2.1953,3.7157,0
1658,4.2002,3.2161,0
1659,8.5478,4.3337,1
1660,5.8747,4.5593,1
1661,4.9462,0.6267,0
1662,7.1702,3.7641,1
1663,6.9695,0.5109,0
1664,0.9866,3.5242,0
1665,3.4240,4.1910,1
1666,8.3830,4.9525,1
1667,6.7353,1.0228,1
1668,1.0864,1.3863,0
1669,7.8873,1.8476,1
1670,3.0442,2.0542,0
1671,7.4555,4.9282,1
1672,6.2831,3.6294,1
1673,5.6750,0.1991,0
1674,2.6117,1.1857,0
1675,5.0545,4.2313,1
1676,8.8241,4.1199,1
1677,1.2354,3.7683,0
1678,6.6028,0.1817,0
1679,6.6507,0.3114,0
1680,7.9368,3.8126,1
1681,8.7921,2.1439,1
1682,6.2438,4.3121,1
1683,3.0084,1.0927,0
1684,5.8222,1.2792,0
1685,3.4947,4.8377,1
1686,1.1003,4.7692,0
1687,4.8902,4.4461,1
1688,2.7844,3.7787,0
1689,9.8702,1.2004,1
1690,3.7862,1.4900,0
1691,2.8744,3.5018,0
1692,6.3853,4.5286,1
1693,7.2911,4.6688,1
1694,7.6557,2.3257,1
1695,3.4273,3.6652,0
1696,5.4137,4.6399,1
1697,3.2884,4.6180,1
1698,2.8838,4.3595,0
1699,9.8430,4.9684,1
1700,1.4078,3.0064,0
1701,7.1514,3.4697,1
1702,3.1956,2.5366,0
1703,9.9702,0.6525,1
1704,2.3360,1.9042,0
1705,9.2907,2.3608,1
1706,8.2422,0.4968,1
1707,4.1925,3.8290,1
1708,6.7053,3.3040,1
1709,4.3675,3.8735,1
1710,9.7583,0.4998,1
1711,6.5729,2.8726,1
1712,9.9102,4.2098,1
1713,4.6908,3.8095,1
1714,1.0497,0.8327,0
1715,0.3254,0.2647,0
1716,4.7747,1.1735,0
1717,1.5020,0.6782,0
1718,2.4179,0.3044,0
1719,7.7330,2.3948,1
1720,3.1356,3.2496,0
1721,5.6881,4.2942,1
1722,2.0058,3.3938,0
1723,1.5341,3.4837,0
1724,6.2836,1.2519,1
1725,1.3329,2.2303,0
1726,3.2465,4.3218,1
1727,0.9107,4.4776,0
1728,0.7673,2.6693,0
1729,4.5225,3.9814,1
1730,1.9460,2.9918,0
1731,9.7550,2.0565,1
1732,9.2318,2.5940,1
1733,2.4697,4.4273,0
1734,5.0254,2.0071,0
1735,0.6748,3.5920,0
1736,1.7834,1.7125,0
1737,4.1427,4.2688,1
1738,3.2458,0.9598,0
1739,5.7106,1.8601,1
1740,4.9191,0.9538,0
1741,5.4543,0.7188,0
1742,0.0904,1.7827,0
1743,9.4771,1.4486,1
1744,3.1700,0.1886,0
1745,9.8353,1.3635,1
1746,4.8028,3.9872,1
1747,6.8025,1.8971,1
1748,2.0102,0.5522,0
1749,3.6873,2.2879,0
1750,7.6925,2.7137,1
1751,0.3036,2.3277,0
1752,8.1009,4.4562,1
1753,3.7943,4.7198,1
1754,6.9203,3.4003,1
1755,9.6653,0.4391,1
1756,8.1082,4.0860,1
1757,5.1963,3.9531,1
1758,8.0503,1.9517,1
1759,9.8330,0.7343,1
1760,6.0073,4.6188,1
1761,0.9636,4.6286,0
1762,6.7296,3.3350,1
1763,4.9409,0.7456,0
1764,4.8770,4.7755,1
1765,9.1128,2.9138,1
1766,4.0665,2.3571,0
1767,5.5693,3.1699,1
1768,0.8341,2.4309,0
1769,7.9349,4.8058,1
1770,6.1296,3.9802,1
1771,1.6398,4.4785,0
1772,6.8529,4.5632,1
1773,6.7353,2.5869,1
1774,3.6748,2.2461,0
1775,8.3698,2.1036,1
1776,3.4121,2.8133,0
1777,0.0014,4.6591,0
1778,1.4842,1.1946,0
1779,3.3744,3.1544,0
1780,0.3007,2.8829,0
1781,2.7944,0.8868,0
1782,0.6168,3.1497,0
1783,5.3865,1.9618,0
1784,5.7648,0.7839,0
1785,2.6490,1.0512,0
1786,3.7860,0.6054,0
1787,2.9508,0.8909,0
1788,1.5096,3.7215,0
1789,0.1739,2.4332,0
1790,9.8912,4.7221,1
1791,1.0224,2.2220,0
1792,2.7912,2.7660,0
1793,7.4354,4.0746,1
1794,7.9748,3.3819,1
1795,7.7784,1.9212,1
1796,6.8530,4.9842,1
1797,1.4426,1.2117,0
1798,1.5410,1.7494,0
1799,4.5572,4.5479,1
1800,3.1015,0.0783,0
1801,2.5143,0.6894,0
1802,9.4315,0.7433,1
1803,5.1789,1.0996,0
1804,7.4930,3.4861,1
1805,0.4519,3.0388,0
1806,9.1590,2.3415,1
1807,5.5726,0.4308,0
1808,9.4963,1.6488,1
1809,5.1179,2.6310,1
1810,5.2499,0.4100,0
1811,5.5212,4.6790,1
1812,8.3611,4.1938,1
1813,3.6544,2.4265,0
1814,7.3944,0.0813,0
1815,3.6610,2.8953,0
1816,6.2668,0.6468,0
1817,7.1954,1.4542,1
1818,6.9582,4.5168,1
1819,9.0569,0.1656,1
1820,4.7086,3.6705,1
1821,4.0204,3.5368,1
1822,5.6949,1.9429,1
1823,5.5416,3.9005,1
1824,9.6600,3.1108,1
1825,6.3665,4.5985,1
1826,5.9521,1.3567,0
1827,1.7099,3.8747,0
1828,4.1684,4.7731,1
1829,1.6692,0.2443,0
1830,5.4925,4.0462,1
1831,0.2998,0.1531,0
1832,2.7694,4.5093,0
1833,5.7508,4.8590,1
1834,9.8007,3.4669,1
1835,0.9657,1.6534,0
1836,3.0315,3.9662,0
1837,2.5717,2.9888,0
1838,3.3867,4.9212,1
1839,4.7761,2.0871,0
1840,1.2345,3.2746,0
1841,6.7410,2.4962,1
1842,4.2748,2.6503,0
1843,0.8874,3.0698,0
1844,9.4370,3.6732,1
1845,9.1246,4.7811,1
1846,3.2154,0.3331,0
1847,4.8289,4.4453,1
1848,4.6030,0.8329,0
1849,7.0635,2.7814,1
1850,0.2304,1.0821,0
1851,6.1861,3.1257,1
1852,5.1739,3.5589,1
1853,8.3635,1.8107,1
1854,5.7414,2.5646,1
1855,9.8543,1.1303,1
1856,5.2110,3.7011,1
1857,0.5727,1.2888,0
1858,5.1102,3.5107,1
1859,1.8889,2.1713,0
1860,6.1719,1.7794,1
1861,5.8070,1.1219,0
1862,5.6991,3.0600,1
1863,8.1600,4.8240,1
1864,5.8655,4.5388,1
1865,1.9547,2.5629,0
1866,0.7018,0.6216,0
1867,2.3600,3.4030,0
1868,6.5844,4.4853,1
1869,3.8266,3.5210,0
1870,8.7250,1.1379,1
1871,3.0951,0.7666,0
1872,6.5287,1.1858,1
1873,7.2182,0.4860,1
1874,6.3930,4.8272,1
1875,6.9796,0.5856,1
1876,9.0470,1.7988,1
1877,5.1050,1.8807,0
1878,5.0605,1.8692,0
1879,4.7595,2.2350,0
1880,6.7145,4.0043,1
1881,7.2599,4.3249,1
1882,4.4300,2.4432,0
1883,6.4019,4.6880,1
1884,0.8810,4.9155,0
1885,1.4153,3.9072,0
1886,7.2960,3.1447,1
1887,7.7623,4.1393,1
1888,9.7595,4.7879,1
1889,2.1612,3.5244,0
1890,4.8899,4.2595,1
1891,2.2189,1.3383,0
1892,4.5653,2.9179,0
1893,2.6045,4.8334,0
1894,5.6946,1.8385,1
1895,8.5162,0.2670,1
1896,2.6949,4.7750,0
1897,8.0950,4.4243,1
1898,8.5524,1.5342,1
1899,2.3619,0.1659,0
1900,6.1460,4.7069,1
1901,5.9145,3.2670,1
1902,2.9261,2.5973,0
1903,5.0848,0.3406,0
1904,8.9852,4.8533,1
1905,0.0478,0.4140,0
1906,1.7841,3.2445,0
1907,1.1041,3.4920,0
1908,6.7943,0.4669,0
1909,9.3519,4.9650,1
1910,9.2251,1.6795,1
1911,1.1164,0.4290,0
1912,0.5480,2.6370,0
1913,3.6741,0.2576,0
1914,0.8776,0.6163,0
1915,4.5244,2.3940,0
1916,4.3724,1.7799,0
1917,0.2539,0.4750,0
1918,3.7347,4.9236,1
1919,6.7223,0.7616,0
1920,0.6088,2.9881,0
1921,4.0638,1.9812,0
1922,0.9354,2.8818,0
1923,2.7505,3.8217,0
1924,2.0953,3.8185,0
1925,4.2227,1.8071,0
1926,6.8686,0.0907,0
1927,1.2414,1.4349,0
1928,1.5978,3.9465,0
1929,2.5859,0.8987,0
